texto,clase_bloque
https://ww1.sunat.gob.pe/ol-ti-itconscpemype/consultar.do?action=verlmprimirFactura&rowlndex=0,OTROS
1/1,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV. CARLOS IZAGUIRRE URB. SAN ANTONIO MZA. B LOTE. 05,OTROS
E001-79,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 14/12/2024,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
ADMINISTRACION INMOBILIARIA,OTROS
SOCIEDAD ANONIMA CERRADA,OTROS
RUC,OTROS
: 20506628963,BLOQUE_RECEPTOR
AV. CARLOS IZAGUIRRE - URB. SAN,OTROS
Establecimiento del Emisor,OTROS
: ANTONIO MZA. B LOTE. 05 LIMA-,OTROS
LIMA-SAN MARTIN DE PORRES,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
CTA CTE SOLES BCP,BLOQUE_MONEDA
Observación,OTROS
1911714286019,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SERVICIO DE MONITOREO DE GRUPO ELECTROGENO,OTROS
380.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
Y TABLERO DE TRANSFERENCIA,OTROS
Sub Total Ventas :,OTROS
S/ 380.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
Valor Venta :,OTROS
S/ 380.00,BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV,OTROS
S/ 68.40,BLOQUE_MONTOS
SON: CUATROCIENTOS CUARENTA Y OCHO Y 40/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
S/ 448.40,BLOQUE_MONTOS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-813,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRADO OESTE 1650,OTROS
AV. JAVIER PRADO 0ESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO PREVENTIVO DE GRUPO,OTROS
337.70,BLOQUE_MONTOS
0.00,OTROS
ELECTROGENO 230131CAL01 SEGUN ORDEN DE,OTROS
COMPRA NUMERO 460038983,OTROS
Sub Total Ventas : [,OTROS
S/ 337.70,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
S/ 337.70,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 60.79,BLOQUE_MONTOS
SON: TRESCIENTOS NOVENTA Y OCHO Y 49/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600389813,BLOQUE_COMPROBANTE
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
S/ 398.49,BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
S/ 398.49,BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
03/08/2024,OTROS
398.49,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURAELECTRóNICA,BLOQUE_COMPROBANTE
TUMISOFT,OTROS
RUC 20602431381,BLOQUE_EMISOR
F001-00000664,BLOQUE_COMPROBANTE
TUMI SOFT S.A.C.,BLOQUE_EMISOR
TUMI-SOFT,OTROS
DIRECCIÓN:AV.RIVERA NAVARRETE NRO.395OF.2304-San,OTROS
Isidro/Lima/Lima/Perü,OTROS
TELEFONO:016804448,OTROS
CLIENTE,OTROS
FECHA DEEMISION:29/04/202618:20,BLOQUE_FECHA
GUTIERREZORTEGA KELLY SHARON,BLOQUE_RECEPTOR
TIPODEPAGO:DEPOSITO/TRANSFERENCIA,OTROS
10704341496,BLOQUE_RECEPTOR
CODIGO,OTROS
DESCRIPCION,OTROS
U.M.,OTROS
P.LISTA,OTROS
OSCTO,OTROS
P.UNIT.,OTROS
CANT.IMPORTE,OTROS
RENOTUMIPOS1,OTROS
RENOVACION LICENCIA TUMIPOS1 ZZ,OTROS
800.00,BLOQUE_MONTOS
200,OTROS
600.00,BLOQUE_MONTOS
1,OTROS
600.00,BLOQUE_MONTOS
ANO,OTROS
TOTAL DE CANTIDADES:1,OTROS
TOTAL DE PRODUCTOS:1,OTROS
SON: SEISCIENTOS Y 00/100 SOLES,BLOQUE_MONEDA
Representación impresa de,OTROS
OP.GRAVADA,OTROS
S/ 508.47,BLOQUE_MONTOS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IGV(18%),OTROS
S/ 91.53,BLOQUE_MONTOS
Autorizado mediante Resolución de intendencia,OTROS
CARGOS(0%),OTROS
S/0.00,OTROS
Nro.034-005-0012754,OTROS
DESCUENTO GRAL.,OTROS
S/0.00,OTROS
Consulte su documento electrónico en:,OTROS
IMPORTE TOTAL,OTROS
S/ 600.00,BLOQUE_MONTOS
https://Fe.tumi-soft.com,OTROS
Escaneado con CamScanner,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-814,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRADO OESTE 1650,OTROS
AV. JAVIER PRADO 0ESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SERVICIO DE MANTENIMIENTO DE GRUPO,OTROS
337.70,BLOQUE_MONTOS
0.00,OTROS
ELECTROGENO P534911-PD022 ORDEN DE COMPRA,OTROS
NUMERO 4600389115,OTROS
Sub Total Ventas : [,OTROS
S/ 337.70,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
S/ 337.70,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 60.79,BLOQUE_MONTOS
SON: TRESCIENTOS NOVENTA Y OCHO Y 49/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600389115,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
S/ 398.49,BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
S/ 398.49,BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
03/08/2024,OTROS
398.49,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-815,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRAD0 OESTE 1650,OTROS
AV. JAVIER PRADO OESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO DE GRUPO ELECTROGENO,OTROS
337.70,BLOQUE_MONTOS
0.00,OTROS
40534913KF106 SEGUN ORDEN DE COMPRA NUMERO,OTROS
4600389116,OTROS
Sub Total Ventas :,OTROS
S/ 337.70,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
S/ 337.70,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 60.79,BLOQUE_MONTOS
SON: TRESCIENTOS NOVENTA Y OCHO Y 49/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600389116,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
S/ 398.49,BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
S/ 398.49,BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
03/08/2024,OTROS
398.49,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-816,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRADO OESTE 1650,OTROS
AV. JAVIER PRADO 0ESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MATENIMIENTO DE GRUPO ELECTROGENO 20534943,OTROS
337.70,BLOQUE_MONTOS
0.00,OTROS
SB066 MPSET22 SEGUN ORDEN DE COMPRA NUMERO,OTROS
4600389117,OTROS
Sub Total Ventas :,OTROS
S/ 337.70,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
S/ 337.70,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 60.79,BLOQUE_MONTOS
SON: TRESCIENTOS NOVENTA Y OCHO Y 49/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600389117,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
S/ 398.49,BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
S/ 398.49,BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
03/08/2024,OTROS
398.49,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-817,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRAD0 OESTE 1650,OTROS
AV. JAVIER PRADO OESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
PAGO AFECTO A DETRACCION DEL,OTROS
Observación,OTROS
: 12%,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO DE GRUPO ELECTROGENO,OTROS
990.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
230130CAR1 MPSET22 SEGUN ORDEN DE COMPRA,OTROS
4600389805,OTROS
Sub Total Ventas,OTROS
S/ 990.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
Valor Venta,OTROS
S/ 990.00,BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV :,OTROS
S/ 178.20],BLOQUE_MONTOS
SON: UN MIL CIENTO SESENTA Y OCHO Y 20/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,BLOQUE_MONTOS
Orden de Compra : 4600389805,OTROS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00],OTROS
Importe Total :,OTROS
"S/ 1,168.20",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
003 Transferencia de fondos,OTROS
Nro. Cta. Banco de la Nación:,OTROS
00060031541,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 140.00,OTROS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 1,028.20",OTROS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
.Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
03/08/2024,OTROS
"1,028.20",OTROS
verificarla utilizando su clave SOL.,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-818,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRAD0 OESTE 1650,OTROS
AV. JAVIER PRADO OESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO DE GRUPO ELECTROGENO,OTROS
1450.80,BLOQUE_MONTOS
0.00,OTROS
230581CAR01MPMAR24 SEGUN ORDEN DE COMPRA,OTROS
NUMERO 4600531965,OTROS
Sub Total Ventas :,OTROS
"S/ 1,450.80",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 1,450.80",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 261.14,BLOQUE_MONTOS
SON: UN MIL SETECIENTOS ONCE Y 94/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600531965,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 1,711.94",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
003 Transferencia de fondos,OTROS
Nro. Cta. Banco de la Nación:,OTROS
00060031541,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 205.00,OTROS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 1,506.94",OTROS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec.Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
03/08/2024,OTROS
"1,506.94",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-819,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRAD0 OESTE 1650,OTROS
AV. JAVIER PRADO OESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
PINTADO DE GRUPO ELECTROGENO CARCASA,OTROS
1352.40,BLOQUE_MONTOS
0.00,OTROS
230619CAR1 SEGUN ORDEN DE COMPRA NUMERO,OTROS
4600527220,OTROS
Sub Total Ventas :,OTROS
"S/ 1,352.40",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 1,352.40",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 243.43,BLOQUE_MONTOS
SON: UN MIL QUINIENTOS NOVENTA Y CINCO Y 83/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600527220,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 1,595.83",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la Nación:,OTROS
00060031541,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 191.00,OTROS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 1,404.83",OTROS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec.Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
03/08/2024,OTROS
"1,404.83",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-820,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRAD0 OESTE 1650,OTROS
AV. JAVIER PRADO OESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
PAGO AFECTO A DETRACCION DEL,OTROS
Observación,OTROS
: 12%,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO DE GRUPO ELECTROGENO,OTROS
2150.00,BLOQUE_MONTOS
0.00,OTROS
230579CALL1MPMAR24 SEGUN ORDEN DE COMPRA,OTROS
NUMERO4600531967,OTROS
Sub Total Ventas,OTROS
"S/ 2,150.00",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 2,150.00",BLOQUE_MONTOS
ISC,OTROS
s/ 0.00,OTROS
IGV :,OTROS
S/ 387.00],BLOQUE_MONTOS
SON: DOS MIL QUINIENTOS TREINTA Y SIETE Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600531967,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00],OTROS
Importe Total :,OTROS
"S/ 2,537.00",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
003 Transferencia de fondos,OTROS
Nro. Cta. Banco de la Nación:,OTROS
00060031541,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 304.00,OTROS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 2,233.00",OTROS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
.Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
03/08/2024,OTROS
"2,233.00",OTROS
verificarla utilizando su clave SOL.,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-821,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/06/2024,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRADO OESTE 1650,OTROS
AV. JAVIER PRADO 0ESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
